id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,attack,ability,text,weakness,retreat,rule
A4-062,A4,62,Ducklett,A4,Wisdom of Sea and Sky,Common,Water,Pokemon,a4-1-62-ducklett,60,Basic,,[],"When attacked, it uses its feathers to splash water,<br />escaping under cover of the spray.",Lightning,1,
A4-063,A4,63,Swanna,A4,Wisdom of Sea and Sky,Uncommon,Water,Pokemon,a4-1-63-swanna,80,Stage 1,,[],"Despite their elegant appearance, they can flap<br />their wings strongly and fly for thousands of miles.",Lightning,0,
A4-071,A4,71,Raikou,A4,Wisdom of Sea and Sky,Rare,Lightning,Pokemon,a4-1-71-raikou,90,Basic,,[],The rain clouds it carries let it fire thunderbolts<br />at will. They say that it descended with lightning.,Fighting,1,
A4-075,A4,75,Smoochum,A4,Wisdom of Sea and Sky,Rare,Psychic,Pokemon,a4-1-75-smoochum,30,Basic,,[],"If its face gets even slightly dirty, Smoochum will<br />bathe immediately. But if its body gets dirty,<br />Smoochum doesn’t really seem to care.",UNSPECIFIED,0,
A4-078,A4,78,Togepi,A4,Wisdom of Sea and Sky,Common,Psychic,Pokemon,a4-1-78-togepi,60,Basic,,[],The shell seems to be filled with joy. It is said<br />that it will share good luck when treated kindly.,Metal,1,
A4-079,A4,79,Togetic,A4,Wisdom of Sea and Sky,Uncommon,Psychic,Pokemon,a4-1-79-togetic,90,Stage 1,,[],"They say that it will appear before kindhearted,<br />caring people and shower them with happiness.",Metal,1,
A4-080,A4,80,Togekiss,A4,Wisdom of Sea and Sky,Rare,Psychic,Pokemon,a4-1-80-togekiss,140,Stage 2,,"[{""info"": ""Celestial Blessing"", ""effect"": ""If any damage is done to this Pok\u00e9mon by attacks, flip a coin. If heads, prevent that damage.""}]","These Pokémon are never seen anywhere near<br />conflict or turmoil. In recent times, they’ve hardly<br />been seen at all.",Metal,1,
A4-084,A4,84,Unown,A4,Wisdom of Sea and Sky,Rare,Psychic,Pokemon,a4-1-84-unown,60,Basic,,"[{""info"": ""GUARD"", ""effect"": ""This Ability works if you have any <a class=\""localized-string__link\"" href=\""/pokemon/unown/\"">Unown</a> in play with an Ability other than GUARD. All of your Pok\u00e9mon take \u221210 damage from attacks from your opponent\u2019s Pok\u00e9mon.""}]","Its flat, thin body is always stuck on walls. Its shape<br />appears to have some meaning.",Darkness,1,
A4-087,A4,87,Girafarig,A4,Wisdom of Sea and Sky,Common,Psychic,Pokemon,a4-1-87-girafarig,80,Basic,,[],Girafarig’s tail has a small head. It instinctively<br />bites at any foe that approaches the Pokémon<br />from behind.,Darkness,1,
A4-090,A4,90,Munna,A4,Wisdom of Sea and Sky,Common,Psychic,Pokemon,a4-1-90-munna,70,Basic,,[],"Late at night, it appears beside people’s pillows.<br />As it feeds on dreams, the patterns on its body<br />give off a faint glow.",Darkness,2,
A4-091,A4,91,Musharna,A4,Wisdom of Sea and Sky,Uncommon,Psychic,Pokemon,a4-1-91-musharna,110,Stage 1,,[],"When dark mists emanate from its body, don’t<br />get too near. If you do, your nightmares will<br />become reality.",Darkness,3,
A4-092,A4,92,Onix,A4,Wisdom of Sea and Sky,Common,Fighting,Pokemon,a4-1-92-onix,100,Basic,,[],"As it digs through the ground, it absorbs many<br />hard objects. This is what makes its body so solid.",Grass,3,
A4-094,A4,94,Gligar,A4,Wisdom of Sea and Sky,Common,Fighting,Pokemon,a4-1-94-gligar,60,Basic,,[],"It usually clings to cliffs. When it spots its prey,<br />it spreads its wings and glides down to attack.",Grass,1,
A4-095,A4,95,Gliscor,A4,Wisdom of Sea and Sky,Uncommon,Fighting,Pokemon,a4-1-95-gliscor,100,Stage 1,,[],"It observes prey while hanging inverted from<br />branches. When the chance presents itself,<br />it swoops!",Grass,1,
A4-096,A4,96,Swinub,A4,Wisdom of Sea and Sky,Common,Fighting,Pokemon,a4-1-96-swinub,70,Basic,,[],It rubs its snout on the ground to find and dig up<br />food. It sometimes discovers hot springs.,Grass,2,
A4-097,A4,97,Piloswine,A4,Wisdom of Sea and Sky,Uncommon,Fighting,Pokemon,a4-1-97-piloswine,100,Stage 1,,[],"If it charges at an enemy, the hairs on its back<br />stand up straight. It is very sensitive to sound.",Grass,3,
A4-098,A4,98,Mamoswine,A4,Wisdom of Sea and Sky,Rare,Fighting,Pokemon,a4-1-98-mamoswine,160,Stage 2,,[],"This Pokémon can be spotted in wall paintings<br />from as far back as 10,000 years ago. For a<br />while, it was thought to have gone extinct.",Grass,4,
A4-099,A4,99,Phanpy,A4,Wisdom of Sea and Sky,Common,Fighting,Pokemon,a4-1-99-phanpy,70,Basic,,[],"This Pokémon lives and nests on a riverbank.<br />After playing in the mud, it won’t be able to<br />settle down unless it washes its body.",Grass,2,
A4-100,A4,100,Donphan ex,A4,Wisdom of Sea and Sky,Double Rare,Fighting,Pokemon,a4-1-100-donphan-ex,160,Stage 1,,[],,Grass,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-101,A4,101,Tyrogue,A4,Wisdom of Sea and Sky,Rare,Fighting,Pokemon,a4-1-101-tyrogue,30,Basic,,[],"It is always bursting with energy. To make itself<br />stronger, it keeps on fighting even if it loses.",UNSPECIFIED,0,
A4-102,A4,102,Hitmontop,A4,Wisdom of Sea and Sky,Common,Fighting,Pokemon,a4-1-102-hitmontop,80,Basic,,[],"It launches kicks while spinning. If it spins at high<br />speed, it may bore its way into the ground.",Psychic,2,
A4-103,A4,103,Larvitar,A4,Wisdom of Sea and Sky,Common,Fighting,Pokemon,a4-1-103-larvitar,60,Basic,,[],"Born deep underground, this Pokémon <br />becomes a pupa after eating enough <br />dirt to make a mountain.",Grass,1,
A4-104,A4,104,Pupitar,A4,Wisdom of Sea and Sky,Uncommon,Fighting,Pokemon,a4-1-104-pupitar,80,Stage 1,,[],This pupa flies around wildly by venting with<br />great force the gas pressurized inside its body.,Grass,2,
A4-107,A4,107,Zubat,A4,Wisdom of Sea and Sky,Common,Darkness,Pokemon,a4-1-107-zubat,50,Basic,,[],"It emits ultrasonic waves from its mouth to check<br />its surroundings. Even in tight caves, Zubat flies<br />around with skill.",Fighting,1,
A4-108,A4,108,Golbat,A4,Wisdom of Sea and Sky,Uncommon,Darkness,Pokemon,a4-1-108-golbat,70,Stage 1,,[],"It loves to drink other creatures’ blood. It’s said<br />that if it finds others of its kind going hungry,<br />it sometimes shares the blood it’s gathered.",Fighting,1,
A4-109,A4,109,Crobat ex,A4,Wisdom of Sea and Sky,Double Rare,Darkness,Pokemon,a4-1-109-crobat-ex,170,Stage 2,,[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-110,A4,110,Spinarak,A4,Wisdom of Sea and Sky,Common,Darkness,Pokemon,a4-1-110-spinarak,60,Basic,,[],"It lies still in the same pose for days in its web,<br />waiting for its unsuspecting prey to wander close.",Fighting,1,
A4-111,A4,111,Ariados,A4,Wisdom of Sea and Sky,Uncommon,Darkness,Pokemon,a4-1-111-ariados,80,Stage 1,,[],"Every night, it wanders around in search of<br />prey, whose movements it restrains by spewing<br />threads before it bites into them with its fangs.",Fighting,1,
A4-112,A4,112,Umbreon ex,A4,Wisdom of Sea and Sky,Double Rare,Darkness,Pokemon,a4-1-112-umbreon-ex,140,Stage 1,,"[{""info"": ""Dark Chase"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is in the Active Spot, you may switch in 1 of your opponent\u2019s Benched Pok\u00e9mon that has damage on it to the Active Spot.""}]",,Grass,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-117,A4,117,Houndour,A4,Wisdom of Sea and Sky,Common,Darkness,Pokemon,a4-1-117-houndour,60,Basic,,[],It is smart enough to hunt in packs. It uses a<br />variety of cries for communicating with others.,Grass,1,
A4-119,A4,119,Tyranitar,A4,Wisdom of Sea and Sky,Rare,Darkness,Pokemon,a4-1-119-tyranitar,160,Stage 2,,"[{""info"": ""Energy Plunder"", ""effect"": ""Once during your turn, you may move all <span class=\""energy-text energy-text--type-darkness\""></span> Energy from each of your Pok\u00e9mon to this Pok\u00e9mon.""}]","Extremely strong, it can change the landscape.<br />It is so insolent that it doesn’t care about others.",Grass,4,
A4-120,A4,120,Absol,A4,Wisdom of Sea and Sky,Uncommon,Darkness,Pokemon,a4-1-120-absol,80,Basic,,[],"Swift as the wind, Absol races through fields and<br />mountains. Its curved, bow-like horn is acutely<br />sensitive to the warning signs of natural disasters.",Grass,1,
A4-121,A4,121,Forretress,A4,Wisdom of Sea and Sky,Uncommon,Metal,Pokemon,a4-1-121-forretress,130,Stage 1,,[],It remains immovably rooted to its tree. It scatters<br />pieces of its hard shell to drive its enemies away.,Fire,3,
A4-122,A4,122,Steelix,A4,Wisdom of Sea and Sky,Rare,Metal,Pokemon,a4-1-122-steelix,150,Stage 1,,[],"It is said that if an Onix lives for over 100 years,<br />its composition changes to become diamond-like.",Fire,4,
A4-124,A4,124,Skarmory ex,A4,Wisdom of Sea and Sky,Double Rare,Metal,Pokemon,a4-1-124-skarmory-ex,140,Basic,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-126,A4,126,Klink,A4,Wisdom of Sea and Sky,Common,Metal,Pokemon,a4-1-126-klink,60,Basic,,[],The two minigears that compose this Pokémon<br />are closer than twins. They mesh well only with<br />each other.,Fire,1,
A4-127,A4,127,Klang,A4,Wisdom of Sea and Sky,Uncommon,Metal,Pokemon,a4-1-127-klang,80,Stage 1,,[],"When Klang goes all out, the minigear links up<br />perfectly with the outer part of the big gear, and<br />this Pokémon’s rotation speed increases sharply.",Fire,2,
A4-128,A4,128,Klinklang,A4,Wisdom of Sea and Sky,Rare,Metal,Pokemon,a4-1-128-klinklang,150,Stage 2,,[],"From its spikes, it launches powerful blasts of<br />electricity. Its red core contains an enormous<br />amount of energy.",Fire,3,
A4-129,A4,129,Spearow,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-129-spearow,70,Basic,,[],Its reckless nature leads it to stand up to<br />others—even large Pokémon—if it has to protect<br />its territory.,Lightning,1,
A4-130,A4,130,Fearow,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-130-fearow,90,Stage 1,,[],Carrying food through Fearow’s territory is<br />dangerous. It will snatch the food away from<br />you in a flash!,Lightning,1,
A4-131,A4,131,Chansey,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-131-chansey,100,Basic,,[],This kindly Pokémon lays highly nutritious eggs<br />and shares them with injured Pokémon or people.,Fighting,2,
A4-132,A4,132,Blissey,A4,Wisdom of Sea and Sky,Rare,Colorless,Pokemon,a4-1-132-blissey,150,Stage 1,,[],Anyone who takes even one taste of Blissey’s<br />egg becomes unfailingly caring and pleasant<br />to everyone.,Fighting,4,
A4-133,A4,133,Kangaskhan,A4,Wisdom of Sea and Sky,Rare,Colorless,Pokemon,a4-1-133-kangaskhan,100,Basic,,[],"Although it’s carrying its baby in a pouch on<br />its belly, Kangaskhan is swift on its feet. It<br />intimidates its opponents with quick jabs.",Fighting,3,
A4-138,A4,138,Sentret,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-138-sentret,60,Basic,,[],"When acting as a lookout, it warns others of danger<br />by screeching and hitting the ground with its tail.",Fighting,1,
A4-139,A4,139,Furret,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-139-furret,90,Stage 1,,[],The mother puts its offspring to sleep by curling up<br />around them. It corners foes with speed.,Fighting,1,
A4-140,A4,140,Hoothoot,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-140-hoothoot,50,Basic,,"[{""info"": ""Insomnia"", ""effect"": ""This Pok\u00e9mon can\u2019t be Asleep.""}]","It always stands on one foot. It changes feet so<br />fast, the movement can rarely be seen.",Lightning,1,
A4-141,A4,141,Noctowl,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-141-noctowl,100,Stage 1,,[],Its eyes are specially developed to enable it to<br />see clearly even in murky darkness and minimal light.,Lightning,1,
A4-142,A4,142,Aipom,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-142-aipom,50,Basic,,[],"As it did more and more with its tail, its hands<br />became clumsy. It makes its nest high in<br />the treetops.",Fighting,1,
A4-145,A4,145,Teddiursa,A4,Wisdom of Sea and Sky,Common,Colorless,Pokemon,a4-1-145-teddiursa,60,Basic,,[],"Its paws are soaked in oodles of honey. When<br />nervous, Teddiursa will lick its paws and soon<br />have a smile back on its face.",Fighting,1,
A4-146,A4,146,Ursaring,A4,Wisdom of Sea and Sky,Uncommon,Colorless,Pokemon,a4-1-146-ursaring,120,Stage 1,,[],"It usually wears a hardened expression, but when<br />it’s licking up honey—which it loves—the joy it<br />feels will cause it to break into a wide grin.",Fighting,3,
A4-147,A4,147,Stantler,A4,Wisdom of Sea and Sky,Uncommon,Colorless,Pokemon,a4-1-147-stantler,80,Basic,,[],"This Pokémon apparently used to live in much<br />harsher environments, and thus it once had<br />stronger psychic powers than it does now.",Fighting,1,
A4-150,A4,150,Bouffalant,A4,Wisdom of Sea and Sky,Uncommon,Colorless,Pokemon,a4-1-150-bouffalant,100,Basic,,[],These Pokémon can crush a car with no more<br />than a headbutt. Bouffalant with more hair on<br />their heads hold higher positions within the herd.,Fighting,2,
A4-153,A4,153,Steel Apron,A4,Wisdom of Sea and Sky,Uncommon,,Pokémon Tool,a4-1-153-steel-apron,,,,,,,,
A4-154,A4,154,Dark Pendant,A4,Wisdom of Sea and Sky,Uncommon,,Pokémon Tool,a4-1-154-dark-pendant,,,,,,,,
A4-155,A4,155,Rescue Scarf,A4,Wisdom of Sea and Sky,Uncommon,,Pokémon Tool,a4-1-155-rescue-scarf,,,,,,,,
A4-158,A4,158,Silver,A4,Wisdom of Sea and Sky,Uncommon,,Supporter,a4-1-158-silver,,,,,,,,You may play only 1 Supporter card during your turn.
A4-160,A4,160,Jasmine,A4,Wisdom of Sea and Sky,Uncommon,,Supporter,a4-1-160-jasmine,,,,,,,,You may play only 1 Supporter card during your turn.
A4-161,A4,161,Hiker,A4,Wisdom of Sea and Sky,Uncommon,,Supporter,a4-1-161-hiker,,,,,,,,You may play only 1 Supporter card during your turn.
A4-164,A4,164,Heracross,A4,Wisdom of Sea and Sky,Art Rare,Grass,Pokemon,a4-1-164-heracross,90,Basic,,[],"It loves sweet nectar. To keep all the nectar to<br />itself, it hurls rivals away with its prized horn.",Fire,2,
A4-166,A4,166,Magby,A4,Wisdom of Sea and Sky,Art Rare,Fire,Pokemon,a4-1-166-magby,30,Basic,,[],"This Pokémon is still small and timid.<br />Whenever Magby gets excited or surprised,<br />flames leak from its mouth and its nose.",UNSPECIFIED,0,
A4-167,A4,167,Totodile,A4,Wisdom of Sea and Sky,Art Rare,Water,Pokemon,a4-1-167-totodile,60,Basic,,[],It is small but rough and tough. It won’t hesitate to<br />take a bite out of anything that moves.,Lightning,1,
A4-170,A4,170,Delibird,A4,Wisdom of Sea and Sky,Art Rare,Water,Pokemon,a4-1-170-delibird,70,Basic,,[],It carries food all day long. There are tales about<br />lost people who were saved by the food it had.,Metal,1,
A4-173,A4,173,Togepi,A4,Wisdom of Sea and Sky,Art Rare,Psychic,Pokemon,a4-1-173-togepi,60,Basic,,[],The shell seems to be filled with joy. It is said<br />that it will share good luck when treated kindly.,Metal,1,
A4-176,A4,176,Gligar,A4,Wisdom of Sea and Sky,Art Rare,Fighting,Pokemon,a4-1-176-gligar,60,Basic,,[],"It usually clings to cliffs. When it spots its prey,<br />it spreads its wings and glides down to attack.",Grass,1,
A4-177,A4,177,Spinarak,A4,Wisdom of Sea and Sky,Art Rare,Darkness,Pokemon,a4-1-177-spinarak,60,Basic,,[],"It lies still in the same pose for days in its web,<br />waiting for its unsuspecting prey to wander close.",Fighting,1,
A4-179,A4,179,Tyranitar,A4,Wisdom of Sea and Sky,Art Rare,Darkness,Pokemon,a4-1-179-tyranitar,160,Stage 2,,"[{""info"": ""Energy Plunder"", ""effect"": ""Once during your turn, you may move all <span class=\""energy-text energy-text--type-darkness\""></span> Energy from each of your Pok\u00e9mon to this Pok\u00e9mon.""}]","Extremely strong, it can change the landscape.<br />It is so insolent that it doesn’t care about others.",Grass,4,
A4-181,A4,181,Sentret,A4,Wisdom of Sea and Sky,Art Rare,Colorless,Pokemon,a4-1-181-sentret,60,Basic,,[],"When acting as a lookout, it warns others of danger<br />by screeching and hitting the ground with its tail.",Fighting,1,
A4-182,A4,182,Hoothoot,A4,Wisdom of Sea and Sky,Art Rare,Colorless,Pokemon,a4-1-182-hoothoot,50,Basic,,"[{""info"": ""Insomnia"", ""effect"": ""This Pok\u00e9mon can\u2019t be Asleep.""}]","It always stands on one foot. It changes feet so<br />fast, the movement can rarely be seen.",Lightning,1,
A4-183,A4,183,Stantler,A4,Wisdom of Sea and Sky,Art Rare,Colorless,Pokemon,a4-1-183-stantler,80,Basic,,[],"This Pokémon apparently used to live in much<br />harsher environments, and thus it once had<br />stronger psychic powers than it does now.",Fighting,1,
A4-185,A4,185,Blissey,A4,Wisdom of Sea and Sky,Art Rare,Colorless,Pokemon,a4-1-185-blissey,150,Stage 1,,[],Anyone who takes even one taste of Blissey’s<br />egg becomes unfailingly caring and pleasant<br />to everyone.,Fighting,4,
A4-187,A4,187,Ho-Oh ex,A4,Wisdom of Sea and Sky,Super Rare,Fire,Pokemon,a4-1-187-ho-oh-ex,150,Basic,,[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-191,A4,191,Donphan ex,A4,Wisdom of Sea and Sky,Super Rare,Fighting,Pokemon,a4-1-191-donphan-ex,160,Stage 1,,[],,Grass,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-192,A4,192,Crobat ex,A4,Wisdom of Sea and Sky,Super Rare,Darkness,Pokemon,a4-1-192-crobat-ex,170,Stage 2,,[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-193,A4,193,Umbreon ex,A4,Wisdom of Sea and Sky,Super Rare,Darkness,Pokemon,a4-1-193-umbreon-ex,140,Stage 1,,"[{""info"": ""Dark Chase"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is in the Active Spot, you may switch in 1 of your opponent\u2019s Benched Pok\u00e9mon that has damage on it to the Active Spot.""}]",,Grass,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-194,A4,194,Skarmory ex,A4,Wisdom of Sea and Sky,Super Rare,Metal,Pokemon,a4-1-194-skarmory-ex,140,Basic,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
